"metadata","mean","st.dev"
"A_minus_T",-1.75826055363088e-05,0.0056460727721979
"G_minus_C",4.47354703864115e-05,0.00761097627747708
"AT_skew",-1.38588646555826e-05,0.00940061212848682
"GC_skew",0.000142506459786504,0.0190745119081853
"AT_ratio",1.00014947730553,0.0188770145117733
"GC_ratio",1.00102044523773,0.0387080904841436
